Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,3997,2.3300000000000001,1945.0,385.0,980.0,850.0,0.0,5-1-0,6
2,5431,2.3300000000000001,1892.0,380.0,980.0,800.0,7.0,5-1-0,6
3,4192,2.0,1885.0,330.0,880.0,900.0,0.0,5-1-0,6
4,5427,2.0,1862.0,446.0,920.0,800.0,2.0,4-2-0,6
5,5829,1.8300000000000001,1847.0,391.0,940.0,800.0,2.0,4-2-0,6
6,6377,1.6599999999999999,1896.0,274.0,860.0,900.0,16.0,4-2-0,6
7,5960,1.6599999999999999,1890.0,380.0,900.0,900.0,0.0,4-2-0,6
8,4639,1.6599999999999999,1790.0,325.0,880.0,800.0,0.0,4-2-0,6
9,118,1.6599999999999999,1764.0,258.0,700.0,850.0,64.0,5-1-0,6
10,3735,1.6599999999999999,1760.0,325.0,920.0,750.0,0.0,3-3-0,6
11,457,1.6599999999999999,1750.0,320.0,800.0,850.0,0.0,5-1-0,6
12,3847,1.6599999999999999,1634.0,255.0,740.0,800.0,9.0,4-1-1,6
13,456,1.3300000000000001,1929.0,380.0,860.0,900.0,9.0,3-2-1,6
14,1296,1.3300000000000001,1851.0,270.0,940.0,800.0,1.0,2-4-0,6
15,2848,1.3300000000000001,1829.0,213.0,800.0,900.0,14.0,3-2-1,6
16,3999,1.3300000000000001,1808.0,254.0,860.0,850.0,3.0,3-3-0,6
17,2882,1.3300000000000001,1803.0,258.0,820.0,900.0,3.0,3-3-0,6
18,3005,1.3300000000000001,1760.0,330.0,760.0,900.0,0.0,3-1-2,6
19,5414,1.3300000000000001,1758.0,332.0,840.0,800.0,28.0,3-3-0,6
20,5892,1.3300000000000001,1755.0,385.0,860.0,800.0,5.0,3-3-0,6
21,4587,1.3300000000000001,1716.0,206.0,840.0,750.0,1.0,2-3-1,6
22,2582,1.1599999999999999,1829.0,380.0,860.0,850.0,4.0,3-3-0,6
23,6488,1.1599999999999999,1750.0,150.0,740.0,900.0,0.0,2-2-2,6
24,2881,1.1599999999999999,1670.0,265.0,820.0,750.0,0.0,2-3-1,6
25,3335,1.1599999999999999,1641.0,320.0,800.0,750.0,1.0,3-3-0,6
26,441,1.0,1799.0,260.0,780.0,900.0,9.0,3-3-0,6
27,2587,1.0,1758.0,388.0,860.0,800.0,3.0,2-3-1,6
28,624,0.82999999999999996,1702.0,211.0,800.0,800.0,2.0,1-4-1,6
29,1912,0.82999999999999996,1649.0,255.0,700.0,850.0,9.0,2-3-1,6
30,3103,0.82999999999999996,1635.0,265.0,780.0,750.0,0.0,1-4-1,6
31,5070,0.82999999999999996,1490.0,295.0,680.0,750.0,0.0,2-4-0,6
32,3679,0.66000000000000003,1595.0,253.0,620.0,850.0,25.0,1-4-1,6
33,5052,0.66000000000000003,1246.0,121.0,580.0,600.0,1.0,2-3-0,6
34,5986,0.33000000000000002,1765.0,390.0,780.0,850.0,5.0,0-4-2,6
35,1477,0.33000000000000002,1583.0,251.0,700.0,750.0,8.0,1-5-0,6
36,2950,0.16,1736.0,385.0,780.0,800.0,1.0,0-5-1,6
37,2585,0.16,1372.0,201.0,600.0,650.0,2.0,0-5-1,6
